Offset;Input Attributes: Layout 3 (Per vertex).POSITION0[0];Input Attributes: Layout 3 (Per vertex).POSITION0[1];Input Attributes: Layout 3 (Per vertex).POSITION0[2];Input Attributes: Layout 3 (Per vertex).NORMAL0[0];Input Attributes: Layout 3 (Per vertex).NORMAL0[1];Input Attributes: Layout 3 (Per vertex).NORMAL0[2];Input Attributes: Layout 3 (Per vertex).TANGENT0[0];Input Attributes: Layout 3 (Per vertex).TANGENT0[1];Input Attributes: Layout 3 (Per vertex).TANGENT0[2];Input Attributes: Layout 3 (Per vertex).TANGENT0[3]
160160;-0.5910621;-5.306304e-05;0.06476612;-0.07594654;-0.6528143;-0.7537012;-0.752262;0.5336511;-0.3864176;-1
160200;-0.590794;0.01392722;0.06220193;-0.5004885;0.5490295;0.6693863;-0.1810455;-0.8224713;0.539225;-1
160240;-0.5900077;0.002230763;0.06893191;0.2498031;0.4080648;0.8781125;0.3179018;-0.891158;0.3236913;-1
160280;-0.5941803;-0.0009042472;0.06620381;-0.03390312;-0.7454495;-0.6656993;-0.6968271;0.495112;-0.5189376;-1
160320;-0.592415;0.0150871;0.06087776;-0.4789732;-0.2320489;0.8466038;0.2443875;-0.9615493;-0.1252904;-1
160360;-0.5889863;0.0007438809;0.06934059;0.3519058;0.282003;0.8925451;0.2781289;-0.9419739;0.1879618;-1
160400;-0.5885187;-0.0006713867;0.06933938;0.6652707;-0.2843416;0.6903366;-0.1516196;-0.956824;-0.2479903;-1
160440;-0.588576;-0.002414122;0.06778002;0.5880914;-0.8083745;0.0260581;-0.706358;-0.5290346;-0.4702986;-1
160480;-0.5901304;-0.001954809;0.06578016;0.1065843;-0.7660055;-0.6339365;-0.8384144;0.2735009;-0.4714431;-1
160520;-0.5921056;-0.002956808;0.06698721;-0.01605334;-0.7582877;-0.6517224;-0.8559102;0.3473679;-0.3830842;-1
160560;-0.5926776;0.0146393;0.06036717;-0.6663306;-0.410073;0.6227711;0.3585679;-0.9085084;-0.2145733;-1
160600;-0.5917255;0.013638;0.06141997;-0.8148481;0.2773311;0.5090287;-0.08881649;-0.9274907;0.3631427;-1
160640;-0.5936559;0.01508497;0.06019213;-0.176535;-0.7684259;0.6151075;0.4184529;-0.6242282;-0.6597245;-1
160680;-0.5945517;0.01468194;0.05952056;-0.1744433;-0.4605884;0.8703035;0.2328625;-0.878081;-0.4180297;-1
160720;-0.5930324;0.01425131;0.05972387;-0.5389438;-0.2794954;0.7946206;0.2399236;-0.9552069;-0.1732532;-1
160760;-0.5921563;0.01334089;0.06065557;-0.8995828;0.06487446;0.4319053;0.009555683;-0.9857463;0.1679672;-1
160800;-0.5944214;-0.003762394;0.06823671;-0.09095964;-0.7482275;-0.6571772;-0.689637;0.5233952;-0.500458;-1
160840;-0.5913643;-0.004206732;0.06968369;0.4835789;-0.873354;0.05834647;-0.7221086;-0.4357298;-0.5373066;-1
160880;-0.597059;-0.001696974;0.06758372;-0.07707714;-0.8008729;-0.5938533;-0.5114787;0.543038;-0.6659575;-1
160920;-0.5912975;-0.002449617;0.07125933;0.6303488;-0.3045522;0.7140787;-0.1895389;-0.952374;-0.2388699;-1
160960;-0.6006631;-0.001692742;0.0662381;0.0277397;-0.9993942;-0.02102421;-0.3648308;0.009459557;-0.9310258;-1
161000;-0.5916344;-0.0009280294;0.0711568;0.3713869;0.3592034;0.8561804;0.2284744;-0.9291341;0.2907048;-1
161040;-0.6051071;-0.001602009;0.06438384;-0.1048176;-0.9331459;0.3438781;-0.2945035;-0.3011476;-0.9069607;-1
161080;-0.6089071;-0.0002785623;0.06552573;-0.3096958;-0.9110334;0.2722256;-0.107655;-0.250864;-0.9620176;-1
161120;-0.6044451;-0.001248866;0.06759705;-0.1786476;-0.9755895;-0.1277121;-0.1707821;0.1585763;-0.9724645;-1
161160;-0.6007938;-0.002313137;0.06909889;-0.1658224;-0.7775854;-0.6065178;-0.3207348;0.6241199;-0.712463;-1
161200;-0.5923246;0.0007137507;0.07025491;0.3769208;0.3706451;0.8488539;0.2981282;-0.9162236;0.2676822;-1
161240;-0.6129863;0.001862064;0.06692559;-0.3904082;-0.9160349;0.09198688;0.1255598;-0.151961;-0.9803789;-1
161280;-0.5976876;-0.004606962;0.0697906;-0.139514;-0.7576649;-0.6375578;-0.4625367;0.6191605;-0.6345868;-1
161320;-0.5942099;-0.005497858;0.07131813;0.3155684;-0.9482168;0.03607741;-0.6623873;-0.2473492;-0.7071504;-1
161360;-0.5940372;-0.003607064;0.07298207;0.532445;-0.3568744;0.7675566;-0.2235553;-0.9338699;-0.2791239;-1
161400;-0.5942369;-0.002012759;0.07288556;0.3662271;0.3931231;0.8434049;0.1629492;-0.9194637;0.3578187;-1
161440;-0.5945299;-0.000316456;0.0715894;0.3894975;0.3206873;0.8633952;0.1266318;-0.9471695;0.2946768;-1
161480;-0.6122023;0.0003414601;0.06944773;-0.2855597;-0.8079981;-0.5153588;0.2366864;0.4616328;-0.8549122;-1
161520;-0.6082606;-0.0004144311;0.06859803;-0.2825774;-0.9008251;-0.3296422;0.02621065;0.3362685;-0.9414014;-1
161560;-0.6047103;-0.002388373;0.07024187;-0.1994095;-0.7244498;-0.6598548;0.001724884;0.6731182;-0.7395329;-1
161600;-0.615463;0.001884818;0.0687506;-0.3142825;-0.8379424;-0.4461826;0.3970444;0.310895;-0.8635393;-1
161640;-0.608662;-0.002349243;0.07098643;-0.1942144;-0.6672378;-0.719079;0.1840165;0.6952426;-0.6948205;-1
161680;-0.6013713;-0.004971236;0.07114236;-0.1741545;-0.7714174;-0.6120339;-0.2430522;0.6359764;-0.7324341;-1
161720;-0.6171856;0.003579721;0.06780229;-0.4605753;-0.8441498;-0.274375;0.445558;0.04747554;-0.8939935;-1
161760;-0.6055633;-0.004973307;0.07223204;-0.1681837;-0.8021038;-0.5730129;0.04335211;0.5747122;-0.8172066;-1
161800;-0.5977052;-0.006323531;0.0730026;0.1562282;-0.9815194;0.1105098;-0.4354585;-0.1688676;-0.8842282;-1
161840;-0.6199744;0.005821273;0.06719807;-0.5753608;-0.7586591;-0.305608;0.6240771;-0.1657001;-0.7635911;-1
161880;-0.6016998;-0.006352007;0.07435588;0.01882372;-0.9779289;0.2080885;-0.2128659;-0.2072735;-0.9548433;-1
161920;-0.5975658;-0.004234865;0.07483865;0.3651166;-0.3737379;0.8526489;-0.2256675;-0.9240948;-0.3084202;-1
161960;-0.601362;-0.004010618;0.07602227;0.2210141;-0.3337498;0.9163864;-0.1765306;-0.937792;-0.2989701;-1
162000;-0.5973666;-0.00249064;0.07444981;0.3204741;0.4196031;0.8492524;0.05027272;-0.9028088;0.4270937;-1
162040;-0.6009073;-0.002343476;0.07552321;0.2629301;0.467386;0.8440486;-0.0002802163;-0.8747926;0.4844976;-1
162080;-0.597298;-0.0009946525;0.07294019;0.3083249;0.383456;0.8705729;0.01472813;-0.916973;0.3986775;-1
162120;-0.6004364;-0.001121044;0.07409782;0.2315807;0.5073014;0.8300697;-0.04078246;-0.8474523;0.5293028;-1
162160;-0.6056594;-0.005901769;0.07530005;-0.02314734;-0.9516897;0.3061878;0.009147946;-0.3064587;-0.9518401;-1
162200;-0.6052214;-0.003450766;0.07688691;0.1595289;-0.27098;0.9492736;-0.08099577;-0.9619392;-0.2609839;-1
162240;-0.6045431;-0.001815662;0.07635081;0.2335145;0.5440717;0.805889;-0.01299623;-0.8269821;0.562078;-1
162280;-0.6037664;-0.0008743703;0.0747759;0.1692607;0.6480967;0.7425103;-0.08885168;-0.7402785;0.6664032;-1
162320;-0.6095194;-0.004790515;0.07302233;-0.1712023;-0.8376441;-0.5186927;0.1798421;0.4910511;-0.8523648;-1
162360;-0.6125573;-0.001892328;0.07144864;-0.1836137;-0.6365715;-0.7490413;0.2932572;0.6918244;-0.6598327;-1
162400;-0.6149576;0.0001196265;0.07032602;-0.1952383;-0.6802995;-0.7064522;0.4167326;0.5945099;-0.6876714;-1
162440;-0.5996618;0.0005209893;0.07364789;0.2039746;-0.1209539;0.9714755;-0.2444931;-0.9671869;-0.0690852;-1
162480;-0.602652;0.0005945116;0.07401282;0.06404163;0.0773144;0.9949479;-0.2904251;-0.9523968;0.09270167;-1
162520;-0.5968409;0.001019791;0.0730353;0.3898477;-0.2430935;0.8882141;-0.1623045;-0.9675673;-0.1935741;-1
162560;-0.5944657;0.001712039;0.07193969;0.5910373;-0.1797031;0.7863727;-0.04637599;-0.9808267;-0.1892838;-1
162600;-0.5928682;0.002433985;0.07040209;0.6615831;0.04216584;0.7486854;0.1128261;-0.9926492;-0.043794;-1
162640;-0.5909038;0.003501341;0.06839035;0.4638857;0.2571887;0.8477407;0.2196195;-0.9604458;0.171205;-1
162680;-0.6168314;-0.0001879781;0.07090527;-0.2065177;-0.624688;-0.7530706;0.5108539;0.5875878;-0.6275101;-1
162720;-0.6180809;0.000968352;0.0703308;-0.2712598;-0.6228551;-0.733805;0.6038618;0.4835508;-0.6336636;-1
162760;-0.6155431;-0.002015024;0.0720683;-0.1987069;-0.6424426;-0.7401236;0.3722986;0.6490925;-0.6633798;-1
162800;-0.6200086;0.002799064;0.06953354;-0.3443881;-0.5952071;-0.726034;0.7345876;0.3107284;-0.6031825;-1
162840;-0.6179162;-0.001353472;0.07216398;-0.3192056;-0.6642812;-0.6758982;0.5360735;0.4615706;-0.7068081;-1
162880;-0.613174;-0.004461601;0.07359336;-0.2311854;-0.880366;-0.4141365;0.2167497;0.3683644;-0.9040616;-1
162920;-0.6202382;8.510053e-05;0.07196049;-0.4103997;-0.6541321;-0.6353608;0.6855872;0.2380821;-0.6879587;-1
162960;-0.6162466;-0.003685385;0.07384094;-0.3535987;-0.8954256;-0.27052;0.2903211;0.1698637;-0.9417325;-1
163000;-0.6095407;-0.005507201;0.07625874;-0.04577008;-0.9009039;0.4315983;0.08406301;-0.4339921;-0.8969862;-1
163040;-0.613235;-0.00466685;0.07710155;-0.1554095;-0.814617;0.5587909;0.1463701;-0.5784085;-0.8025082;-1
163080;-0.6088401;-0.002657846;0.07747643;0.1437937;-0.181998;0.9727283;-0.04466064;-0.9831352;-0.1773432;-1
163120;-0.6189609;-0.002453342;0.07404742;-0.5229214;-0.8418216;-0.1337526;0.3674657;-0.08105529;-0.9264984;-1
163160;-0.6163255;-0.003299475;0.0772356;-0.3187636;-0.7154466;0.6217121;0.1320009;-0.6830459;-0.7183482;-1
163200;-0.6080629;-0.0009778589;0.07684203;0.2416188;0.6371977;0.7318466;0.03734899;-0.7597404;0.6491532;-1
163240;-0.6124355;-0.001597822;0.07805144;0.07075945;-0.08136504;0.9941695;-0.08110146;-0.9938372;-0.07556544;-1
163280;-0.6076159;-0.0005150437;0.07523062;0.1716237;0.7896628;0.5890482;-0.08227567;-0.5843423;0.8073258;-1
163320;-0.6115016;-9.268522e-06;0.07725544;0.2755274;0.6962411;0.6628219;0.04704078;-0.69845;0.7141112;-1
163360;-0.6065267;0.0008029938;0.07403877;0.01420858;0.3053833;0.9521236;-0.2944168;-0.9087281;0.2958583;-1
163400;-0.611007;0.0001428723;0.07538721;0.2162466;0.8654391;0.4519432;0.02588334;-0.4678148;0.8834475;-1
163440;-0.6096461;0.001303464;0.07390776;0.005569767;0.460912;0.8874284;-0.2209927;-0.8649325;0.4506151;-1
163480;-0.6151928;-0.0002866983;0.07813979;-0.005177864;0.04998135;0.9987369;-0.1508285;-0.987363;0.04863025;-1
163520;-0.6140864;0.001137093;0.07691997;0.3465547;0.7804525;0.5203785;0.02605912;-0.562553;0.8263505;-1
163560;-0.6134832;0.0009457618;0.07484502;0.2945864;0.8593968;0.4179187;0.01606675;-0.4417174;0.8970104;-1
163600;-0.6121747;0.002306506;0.07342685;-0.004265595;0.5145515;0.8574489;-0.2063868;-0.8394487;0.5027229;-1
163640;-0.6189795;-0.001711249;0.07728146;-0.460982;-0.5590323;0.6891868;0.02967062;-0.785903;-0.6176375;-1
163680;-0.6049126;0.002847612;0.0741924;-0.07964785;-0.08807724;0.9929243;-0.2937645;-0.9497782;-0.1078144;-1
163720;-0.6078835;0.003414422;0.07370754;-0.164151;-0.0005603656;0.9864351;-0.2084586;-0.9773959;-0.03524445;-1
163760;-0.6102648;0.004238889;0.0730756;-0.2343588;0.06182057;0.9701827;-0.18038;-0.9834117;0.0190907;-1
163800;-0.6014951;0.002469599;0.07445047;0.03000424;-0.1369571;0.9901225;-0.3179279;-0.9404327;-0.1204495;-1
163840;-0.5989162;0.002283901;0.07425347;0.1803039;-0.1808382;0.9668444;-0.2364594;-0.962097;-0.1358536;-1
163880;-0.5964922;0.002710432;0.07379711;0.3889848;-0.1198449;0.9134157;-0.1082242;-0.9905813;-0.0838813;-1
163920;-0.5944551;0.003474593;0.07257737;0.6030005;0.002973065;0.7977352;-0.01914967;-0.999651;0.01820067;-1
163960;-0.5931231;0.004310295;0.07100188;0.7207168;0.07549214;0.6891069;0.09069735;-0.9957768;0.01423041;-1
164000;-0.5916704;0.005327567;0.06904541;0.667267;0.108229;0.7369133;0.2174276;-0.9745959;-0.0537414;-1
164040;-0.590064;0.006729901;0.06745511;0.4485365;0.1460276;0.8817545;0.2414502;-0.969678;0.03776626;-1
164080;-0.5900136;0.009685531;0.06678323;0.3558505;0.4126977;0.8384815;-0.01009994;-0.8954595;0.4450286;-1
164120;-0.5905225;0.01192074;0.06517089;-0.02151546;0.743911;0.6679324;-0.2808492;-0.6456823;0.7100832;-1
164160;-0.5916344;0.01201364;0.06408843;-0.5063298;0.7789199;0.3700189;-0.3693259;-0.5836171;0.7231802;-1
164200;-0.5920787;0.01181121;0.06265896;-0.7927548;0.5858853;0.1681616;-0.3654656;-0.6776636;0.6381278;-1
164240;-0.5923693;0.01161152;0.06125805;-0.8808265;0.423199;0.2122433;-0.2572905;-0.804211;0.5357671;-1
164280;-0.5926677;0.01218691;0.05984364;-0.7303454;0.1928548;0.6552882;-0.02002684;-0.9649499;0.2616691;-1
164320;-0.5937191;0.01235978;0.05897655;-0.2976074;0.04718737;0.9535215;0.06080084;-0.9958133;0.06825709;-1
164360;-0.5933412;0.01031926;0.06059112;-0.6851243;0.6215271;0.3798801;-0.2967887;-0.7144383;0.6336359;-1
164400;-0.5931122;0.01046069;0.06224469;-0.8171765;0.5762968;-0.0102309;-0.370335;-0.5113601;0.775476;-1
164440;-0.5931007;0.01085125;0.06411032;-0.7337858;0.6789762;-0.02344527;-0.3877564;-0.3902219;0.835088;-1
164480;-0.5927001;0.01100107;0.06594004;-0.3964662;0.8555654;0.3328998;-0.2460865;-0.4483873;0.8592965;-1
164520;-0.5956128;0.01210952;0.05873892;-0.05093444;0.112671;0.992326;-0.01148756;-0.9936161;0.1122279;-1
164560;-0.5941255;0.01039906;0.05976324;-0.3182079;0.5564954;0.7675002;-0.2470037;-0.8302873;0.4996123;-1
164600;-0.5979176;0.01122776;0.05910269;0.1328466;0.3080955;0.9420345;0.01085079;-0.9508539;0.3094498;-1
164640;-0.595296;0.009672314;0.06010348;-0.1740655;0.598532;0.7819595;-0.1379852;-0.8010724;0.5824457;-1
164680;-0.5943887;0.008646861;0.06203121;-0.7157618;0.6461831;0.2648255;-0.2164612;-0.5658305;0.7956007;-1
164720;-0.5941131;0.009308502;0.06408498;-0.8662461;0.486669;-0.1130087;-0.3214481;-0.3697305;0.8717629;-1
164760;-0.5954731;0.00653027;0.06468169;-0.7095216;0.6668404;0.2278228;-0.08119844;-0.3985098;0.9135628;-1
164800;-0.5955406;0.0073006;0.06214745;-0.2722294;0.7670773;0.5809335;-0.06771737;-0.6175109;0.783642;-1
164840;-0.5941919;0.009921595;0.06607625;-0.7619104;0.6466952;0.03574621;-0.2555543;-0.3508799;0.9008748;-1
164880;-0.5993173;0.01066497;0.06000563;0.3419051;0.4824528;0.8064367;0.1349331;-0.8744654;0.4659436;-1
164920;-0.5967362;0.009114563;0.06057526;0.008233767;0.6107892;0.7917504;0.03603797;-0.7914442;0.6101782;-1
164960;-0.5984098;0.008848146;0.06131304;0.2231792;0.6173158;0.7543953;0.1264117;-0.7857091;0.6055421;-1
165000;-0.6019937;0.01140395;0.06112128;0.6011171;0.4388221;0.6679022;0.1558191;-0.8840717;0.4406105;-1
165040;-0.5980182;0.007282466;0.06215743;0.1457888;0.7305663;0.6670973;0.04385523;-0.6784112;0.7333724;-1
165080;-0.6000286;0.009718433;0.06110301;0.4431241;0.5703669;0.6916087;0.1525673;-0.8082156;0.5687801;-1
165120;-0.6003524;0.0085489;0.06243843;0.5070143;0.6177667;0.601083;0.1002978;-0.7349101;0.6707069;-1
165160;-0.5979178;0.005989417;0.06355348;0.03114847;0.8055971;0.5916443;0.02570475;-0.5923815;0.8052475;-1
165200;-0.6037126;0.01179042;0.06305294;0.7643991;0.4990496;0.4082198;0.2295569;-0.8023193;0.5509877;-1
165240;-0.6023602;0.0102666;0.06265567;0.6877901;0.5574009;0.4650259;0.2077841;-0.7649786;0.6096175;-1
165280;-0.6006812;0.007531464;0.0636418;0.5380479;0.6082748;0.5835291;0.07932231;-0.725742;0.6833789;-1
165320;-0.6033262;0.01105951;0.06454358;0.7026671;0.5113084;0.4947957;0.03853606;-0.7217351;0.6910959;-1
165360;-0.5984284;0.005092978;0.06477034;0.05128314;0.7409254;0.6696265;0.07567152;-0.6714641;0.7371634;-1
165400;-0.6046591;0.01245484;0.06491513;0.6376453;0.4886958;0.5954702;-0.01468685;-0.7651537;0.6436803;-1
165440;-0.6022322;0.00953716;0.06414555;0.7052998;0.5134175;0.4888299;0.03361411;-0.7129973;0.7003607;-1
165480;-0.6062157;0.01369675;0.06545031;0.5362053;0.4230456;0.7304221;-0.1178403;-0.8193472;0.5610561;-1
165520;-0.6085604;0.0152805;0.0661335;0.456567;0.3764513;0.8061209;-0.3158941;-0.778441;0.5424396;-1
165560;-0.6114045;0.01665613;0.06701187;0.3800572;0.3493939;0.8564348;-0.4991766;-0.7020265;0.5079189;-1
165600;-0.6026648;0.008617684;0.06516057;0.3318031;0.2914636;0.8971933;-0.384863;-0.8264986;0.410829;-1
165640;-0.6039103;0.01002192;0.06519512;-0.03173091;0.01844543;0.9993262;-0.49817;-0.8670794;3.107068e-05;-1
165680;-0.6052777;0.01141216;0.06528839;-0.1571615;-0.2827466;0.9462318;-0.5697697;-0.7566352;-0.3207268;-1
165720;-0.6068405;0.01261751;0.0656463;-0.1235232;-0.4559116;0.8814117;-0.6348813;-0.6463356;-0.423292;-1
165760;-0.6091561;0.01411057;0.06612582;-0.01973967;-0.4334322;0.90097;-0.8056301;-0.5267678;-0.2710645;-1
165800;-0.6010394;0.00680317;0.06477815;0.427296;0.5257724;0.7355144;-0.07574681;-0.789843;0.6086136;-1
165840;-0.6037121;0.007631719;0.06524519;0.004629936;0.3387696;0.9408581;-0.4854671;-0.8217944;0.298288;-1
165880;-0.6050907;0.009000495;0.06432843;-0.2156007;0.1496374;0.9649482;-0.6134413;-0.789605;-0.01461615;-1
165920;-0.606385;0.01048121;0.06382342;-0.1380146;-0.1597089;0.9774687;-0.6902199;-0.6922841;-0.2105687;-1
165960;-0.6118491;0.01546566;0.06678697;0.08159934;-0.4496464;0.8894715;-0.7996663;-0.5622075;-0.2108469;-1
166000;-0.6078818;0.01203577;0.064182;-0.04795591;-0.4377407;0.8978215;-0.8753344;-0.4145505;-0.2488725;-1
166040;-0.5991549;0.004359916;0.06582895;0.1128021;0.7289211;0.6752405;-0.1014546;-0.6675766;0.7375965;-1
166080;-0.6017673;0.005968243;0.06562908;0.2471018;0.5057608;0.8265268;-0.2808065;-0.7790005;0.5606301;-1
166120;-0.6026207;0.005181029;0.0664008;0.2826679;0.682651;0.6738594;-0.255235;-0.6236552;0.7388568;-1
166160;-0.6049279;0.006562173;0.06571985;0.2582848;0.6892084;0.6769643;-0.3214348;-0.5995066;0.7329882;-1
166200;-0.5998459;0.003928334;0.06669297;0.1685999;0.7729751;0.6116236;-0.1388493;-0.5956945;0.7911189;-1
166240;-0.6076874;0.009208113;0.06443083;0.3923787;0.4220926;0.8172373;-0.4942107;-0.6525989;0.5743436;-1
166280;-0.6088644;0.01100896;0.06482873;0.6215045;0.241541;0.7452451;-0.4265056;-0.693624;0.5804986;-1
166320;-0.6064303;0.007836699;0.06497743;0.2575891;0.6413271;0.7227361;-0.4319767;-0.5926335;0.6798395;-1
166360;-0.6098456;0.0133462;0.06485217;0.1356439;-0.4546528;0.8802794;-0.875261;-0.471311;-0.1085554;-1
166400;-0.6099019;0.01227152;0.06544487;0.8308831;0.3541264;0.4292177;-0.1134942;-0.6472883;0.7537486;-1
166440;-0.6109222;0.01417467;0.06559981;0.6096262;-0.09923567;0.7864529;-0.5788811;-0.7335122;0.3561695;-1
166480;-0.6105179;0.01299684;0.06631368;0.8456521;0.525625;0.09268742;0.1800318;-0.4443904;0.8775567;-1
166520;-0.6094888;0.01069953;0.06658663;0.917543;0.3943092;-0.0513349;0.2062968;-0.3616779;0.9091924;-1
166560;-0.6090263;0.009918526;0.06544275;0.8439643;0.4322513;0.3176208;-0.03392133;-0.547941;0.835829;-1
166600;-0.6084027;0.008595467;0.06589801;0.7491159;0.6341757;0.1914325;-0.02762644;-0.2581533;0.9657089;-1
166640;-0.6120415;0.0150556;0.06621863;0.1278551;0.2070106;0.9699484;-0.8192812;-0.5291235;0.2209226;-1
166680;-0.6072007;0.007285789;0.06673037;0.6426443;0.7609398;0.08932518;0.06819679;-0.1729368;0.9825692;-1
166720;-0.6085483;0.009255767;0.06788845;0.8360092;0.4906038;-0.2457569;0.3041138;-0.04147375;0.9517324;-1
166760;-0.6093886;0.0115896;0.06796148;0.8542172;0.5081905;-0.1097973;0.1907005;-0.1097888;0.9754896;-1
166800;-0.6137205;0.0159051;0.06732819;0.145391;-0.5530142;0.8203882;-0.8808063;-0.4500003;-0.1472416;-1
166840;-0.6111057;0.01383354;0.06756142;0.3066122;0.8087547;0.5019011;-0.1143866;-0.4921691;0.8629515;-1
166880;-0.6136152;0.01725514;0.06760979;0.3234637;0.3671491;0.8721082;-0.5824885;-0.6490726;0.4892975;-1
166920;-0.6155939;0.01741704;0.06813255;0.2736882;0.3345294;0.9017676;-0.6471573;-0.6295438;0.4299559;-1
166960;-0.6155769;0.01617354;0.06804825;0.3159555;-0.4893403;0.8128458;-0.7942975;-0.6049919;-0.05546473;-1
167000;-0.6171632;0.01728684;0.06875674;0.2286713;0.3563987;0.9059192;-0.6159203;-0.6676814;0.4181434;-1
167040;-0.6145753;0.01524912;0.06630477;0.05969549;-0.08855954;0.9942806;-0.7383406;-0.6742447;-0.01572509;-1
167080;-0.6180512;0.01675056;0.06912921;0.3636864;0.125139;0.9230777;-0.6410715;-0.6853228;0.3454852;-1
167120;-0.6138837;0.01379745;0.06772619;-0.01910292;0.7271999;0.6861598;-0.3290871;-0.6526176;0.6824895;-1
167160;-0.6160917;0.01514882;0.06636012;0.2234472;0.004640253;0.9747051;-0.6680996;-0.7274011;0.1566221;-1
167200;-0.6173609;0.01565994;0.06824329;0.4653106;-0.4793536;0.7441145;-0.705072;-0.7089595;-0.01581051;-1
167240;-0.6193441;0.01599734;0.06986263;0.5250767;0.02504917;0.8506861;-0.6513766;-0.6314765;0.4206495;-1
167280;-0.6186935;0.01496047;0.06841219;0.5861151;-0.3071057;0.7497703;-0.6885223;-0.6765789;0.2611093;-1
167320;-0.6171247;0.01419184;0.06729798;0.2352339;0.3287957;0.9146357;-0.4858199;-0.7752739;0.4036451;-1
167360;-0.6159531;0.01254861;0.06864023;-0.06470238;0.6907809;0.7201633;-0.382957;-0.6836069;0.6213096;-1
167400;-0.612934;0.01173535;0.07000711;-0.08745954;0.7327043;0.6749039;-0.4018523;-0.6458791;0.6491187;-1
167440;-0.6188504;0.01300827;0.06839372;0.2229634;0.3843139;0.895874;-0.5725662;-0.6921541;0.4394209;-1
167480;-0.6208827;0.01634748;0.06986229;-0.3534203;0.8235011;0.4437795;-0.6268721;-0.5606087;0.541063;-1
167520;-0.6202012;0.01377967;0.06912585;0.7375678;-0.2263367;0.6362118;-0.5987386;-0.6548679;0.4611509;-1
167560;-0.6205316;0.0147226;0.07085603;0.6706193;0.04051875;0.7406943;-0.5445135;-0.6512021;0.5286219;-1
167600;-0.6227804;0.01539639;0.06863037;-0.7646637;0.6434352;-0.03578351;-0.6052426;-0.6979898;0.3827425;-1
167640;-0.6100411;0.01249012;0.06953266;0.3013068;0.8331738;0.4637195;-0.2164824;-0.4138485;0.8842312;-1
167680;-0.6212773;0.01220195;0.06997935;0.9024349;-0.0965468;0.4198692;-0.3650424;-0.6889483;0.6261743;-1
167720;-0.6221231;0.0148143;0.07113202;-0.3940234;0.6971669;0.5989189;-0.5793668;-0.6942679;0.4269968;-1
167760;-0.6233749;0.01286393;0.06696031;-0.9044413;0.2959036;-0.3072898;-0.2903434;-0.9547269;-0.06478745;-1
167800;-0.6082503;0.01023461;0.06960883;0.8115462;0.563468;-0.1545852;0.1683254;0.02788914;0.985337;-1
167840;-0.6211929;0.01312168;0.07191696;0.8019258;0.1457614;0.5793691;-0.3515563;-0.6689615;0.6549036;-1
167880;-0.6216617;0.01004912;0.07124351;0.9820304;0.08736834;0.1672813;-0.06854889;-0.6607156;0.7474998;-1
167920;-0.6201291;0.0111489;0.06926639;0.2393593;0.3132913;0.9189972;-0.4667738;-0.792826;0.3918535;-1
167960;-0.6241504;0.01350038;0.07012416;-0.8543062;0.5168436;0.0550786;-0.5064977;-0.8515981;0.1350591;-1
168000;-0.6231776;0.01054786;0.06658553;-0.9125984;-0.1390747;-0.3844768;0.2762338;-0.9030144;-0.3290291;-1
168040;-0.6229025;0.01304527;0.07233519;-0.3585973;0.5803578;0.7311584;-0.5210022;-0.7743382;0.359106;-1
168080;-0.6245834;0.01110455;0.06893267;-0.9220905;0.2063142;-0.3273889;-0.1256855;-0.9598265;-0.2508711;-1
168120;-0.6222256;0.008124456;0.0667918;-0.7494338;-0.5410241;-0.3816305;0.6620679;-0.6090137;-0.4367705;-1
168160;-0.6176383;0.01115645;0.07012237;-0.1885171;0.4748096;0.8596611;-0.4215986;-0.829718;0.3658181;-1
168200;-0.621326;0.01100138;0.07318325;0.8314656;0.2886259;0.474721;-0.1601245;-0.6937133;0.7022265;-1
168240;-0.6248609;0.01151137;0.07157362;-0.8327644;0.4267947;0.3526328;-0.4393518;-0.8970253;0.04812111;-1
168280;-0.6230751;0.01062536;0.0738287;-0.2871775;0.4636067;0.8382112;-0.4545021;-0.836242;0.3068016;-1
168320;-0.6240752;0.009686127;0.067977;-0.7875609;-0.1259159;-0.6032356;0.4268624;-0.8174868;-0.3866573;-1
168360;-0.6150372;0.01003486;0.07139061;-0.2617119;0.4117855;0.8728915;-0.3753805;-0.8766336;0.3010036;-1
168400;-0.6209046;0.008573711;0.07435583;0.7872518;0.453882;0.4174037;-0.007707309;-0.6696135;0.7426697;-1
168440;-0.6252903;0.01002711;0.07057486;-0.9811791;0.1602706;-0.1077073;-0.1282947;-0.9579368;-0.2567051;-1
168480;-0.6250714;0.007908747;0.06965557;-0.8206854;-0.2433053;-0.5169894;0.4792005;-0.7858782;-0.3908484;-1
168520;-0.623525;0.007444918;0.0682344;-0.5836448;-0.4308467;-0.6882803;0.7978095;-0.4620853;-0.3872688;-1
168560;-0.6250879;0.009043127;0.07312646;-0.7941742;0.2662104;0.5462778;-0.3594838;-0.9305876;-0.06912358;-1
168600;-0.6220359;0.005102888;0.06874683;-0.4559391;-0.5363848;-0.7102188;0.8360875;0.01540812;-0.5483798;-1
168640;-0.6238199;0.004594669;0.07056156;-0.592842;-0.5107843;-0.6226057;0.7954927;-0.2510264;-0.5515226;-1
168680;-0.6222117;0.002183825;0.07129167;-0.4917381;-0.5987924;-0.6321719;0.7569621;0.06485023;-0.650233;-1
